TABLE_NAME,TABLE_NUMBER,COMMODITY_DESCRIPTION,CLASS_DESCRIPTION,YEAR,REFERENCE_PERIOD_DESCRIPTION,LOCATION_DESCRIPTION,STATISTIC_DESCRIPTION,VALUE,UNIT_DESCRIPTION,is_us_total,is_all_classes,VALUE_clipped
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7350.0,POUNDS PER ACRE,False,True,7350.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7692.0,POUNDS PER ACRE,True,True,7692.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8620.0,POUNDS PER ACRE,False,True,8620.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,7130.0,POUNDS PER ACRE,True,True,7130.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7970.0,POUNDS PER ACRE,False,True,7970.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7770.0,POUNDS PER ACRE,False,True,7770.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7474.0,POUNDS PER ACRE,True,True,7474.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7350.0,POUNDS PER ACRE,False,True,7350.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8460.0,POUNDS PER ACRE,False,True,8460.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6380.0,POUNDS PER ACRE,True,True,6380.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7480.0,POUNDS PER ACRE,False,True,7480.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7350.0,POUNDS PER ACRE,False,True,7350.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7370.0,POUNDS PER ACRE,False,True,7370.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7500.0,POUNDS PER ACRE,False,True,7500.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8720.0,POUNDS PER ACRE,False,True,8720.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7250.0,POUNDS PER ACRE,False,True,7250.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6820.0,POUNDS PER ACRE,True,True,6820.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7620.0,POUNDS PER ACRE,True,True,7620.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7420.0,POUNDS PER ACRE,False,True,7420.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,8150.0,POUNDS PER ACRE,False,True,8150.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7710.0,POUNDS PER ACRE,True,True,7710.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7540.0,POUNDS PER ACRE,False,True,7540.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,9050.0,POUNDS PER ACRE,False,True,8834.400000000001
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7630.0,POUNDS PER ACRE,False,True,7630.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6870.0,POUNDS PER ACRE,True,True,6870.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,8040.0,POUNDS PER ACRE,False,True,8040.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6860.0,POUNDS PER ACRE,False,True,6860.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6660.0,POUNDS PER ACRE,True,True,6660.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7940.0,POUNDS PER ACRE,False,True,7940.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7370.0,POUNDS PER ACRE,False,True,7370.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7410.0,POUNDS PER ACRE,False,True,7410.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8770.0,POUNDS PER ACRE,False,True,8770.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7385.0,POUNDS PER ACRE,True,True,7385.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,6510.0,POUNDS PER ACRE,False,True,6510.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7470.0,POUNDS PER ACRE,False,True,7470.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7550.0,POUNDS PER ACRE,False,True,7550.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6800.0,POUNDS PER ACRE,True,True,6800.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,7670.0,POUNDS PER ACRE,False,True,7670.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7990.0,POUNDS PER ACRE,False,True,7990.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7641.0,POUNDS PER ACRE,True,True,7641.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8540.0,POUNDS PER ACRE,False,True,8540.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,8800.0,POUNDS PER ACRE,False,True,8800.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7748.0,POUNDS PER ACRE,True,True,7748.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,8530.0,POUNDS PER ACRE,False,True,8530.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6710.0,POUNDS PER ACRE,True,True,6710.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,8430.0,POUNDS PER ACRE,False,True,8430.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7640.0,POUNDS PER ACRE,False,True,7640.0
"U.S. and State average rice yields per harvested acre, 1960 to present",2,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7540.0,POUNDS PER ACRE,False,True,7540.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1959,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,3382.0,POUNDS PER ACRE,True,True,3382.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1960,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,3423.0,POUNDS PER ACRE,True,True,3423.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1961,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,3411.0,POUNDS PER ACRE,True,True,3411.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1962,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,3726.0,POUNDS PER ACRE,True,True,3726.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1963,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,3968.0,POUNDS PER ACRE,True,True,3968.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1964,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4098.0,POUNDS PER ACRE,True,True,4098.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1965,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4255.0,POUNDS PER ACRE,True,True,4255.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1966,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4322.0,POUNDS PER ACRE,True,True,4322.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1967,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4537.0,POUNDS PER ACRE,True,True,4537.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1968,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4425.0,POUNDS PER ACRE,True,True,4425.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1969,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4318.0,POUNDS PER ACRE,True,True,4318.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1970,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4618.0,POUNDS PER ACRE,True,True,4618.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1971,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4718.0,POUNDS PER ACRE,True,True,4718.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1972,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4700.0,POUNDS PER ACRE,True,True,4700.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1973,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4274.0,POUNDS PER ACRE,True,True,4274.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1974,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4440.0,POUNDS PER ACRE,True,True,4440.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1975,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4558.0,POUNDS PER ACRE,True,True,4558.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1976,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4663.0,POUNDS PER ACRE,True,True,4663.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1977,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4412.0,POUNDS PER ACRE,True,True,4412.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1978,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4484.0,POUNDS PER ACRE,True,True,4484.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1979,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4599.0,POUNDS PER ACRE,True,True,4599.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1980,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4413.0,POUNDS PER ACRE,True,True,4413.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1981,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4819.0,POUNDS PER ACRE,True,True,4819.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1982,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4710.0,POUNDS PER ACRE,True,True,4710.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1983,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4598.0,POUNDS PER ACRE,True,True,4598.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1984,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,4954.0,POUNDS PER ACRE,True,True,4954.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1985,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5414.0,POUNDS PER ACRE,True,True,5414.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1986,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5651.0,POUNDS PER ACRE,True,True,5651.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1987,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5555.0,POUNDS PER ACRE,True,True,5555.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1988,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5514.0,POUNDS PER ACRE,True,True,5514.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1989,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5749.0,POUNDS PER ACRE,True,True,5749.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1990,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5529.0,POUNDS PER ACRE,True,True,5529.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1991,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5731.0,POUNDS PER ACRE,True,True,5731.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1992,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5736.0,POUNDS PER ACRE,True,True,5736.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1993,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5510.0,POUNDS PER ACRE,True,True,5510.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1994,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5964.0,POUNDS PER ACRE,True,True,5964.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1995,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5621.0,POUNDS PER ACRE,True,True,5621.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1996,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6120.0,POUNDS PER ACRE,True,True,6120.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1997,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5897.0,POUNDS PER ACRE,True,True,5897.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1998,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5663.0,POUNDS PER ACRE,True,True,5663.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,1999,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,5866.0,POUNDS PER ACRE,True,True,5866.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2000,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6281.0,POUNDS PER ACRE,True,True,6281.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2001,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6496.0,POUNDS PER ACRE,True,True,6496.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2002,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6578.0,POUNDS PER ACRE,True,True,6578.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2003,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6670.0,POUNDS PER ACRE,True,True,6670.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2004,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6988.0,POUNDS PER ACRE,True,True,6988.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2005,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6624.0,POUNDS PER ACRE,True,True,6624.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2006,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6898.0,POUNDS PER ACRE,True,True,6898.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2007,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7219.0,POUNDS PER ACRE,True,True,7219.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2008,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6846.0,POUNDS PER ACRE,True,True,6846.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2009,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7085.0,POUNDS PER ACRE,True,True,7085.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2010,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,6725.0,POUNDS PER ACRE,True,True,6725.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2011,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7067.0,POUNDS PER ACRE,True,True,7067.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2012,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7463.0,POUNDS PER ACRE,True,True,7463.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2013,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7694.0,POUNDS PER ACRE,True,True,7694.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2014,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7576.0,POUNDS PER ACRE,True,True,7576.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2015,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7472.0,POUNDS PER ACRE,True,True,7472.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2016,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7237.0,POUNDS PER ACRE,True,True,7237.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2017,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7507.0,POUNDS PER ACRE,True,True,7507.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2018,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7692.0,POUNDS PER ACRE,True,True,7692.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2019,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7474.0,POUNDS PER ACRE,True,True,7474.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2020,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7620.0,POUNDS PER ACRE,True,True,7620.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2021,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7710.0,POUNDS PER ACRE,True,True,7710.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2022,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7385.0,POUNDS PER ACRE,True,True,7385.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2023,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7641.0,POUNDS PER ACRE,True,True,7641.0
"U.S. rice acreage, yield, and production, 1959 to present",3,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7748.0,POUNDS PER ACRE,True,True,7748.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2023,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7470.0,POUNDS PER ACRE,False,False,7470.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2024,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7625.0,POUNDS PER ACRE,True,False,7625.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2024,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6520.0,POUNDS PER ACRE,True,False,6520.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2024,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,4710.0,POUNDS PER ACRE,False,False,4710.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,ALL CLASSES,2024,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,8800.0,POUNDS PER ACRE,False,True,8800.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2021,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,8050.0,POUNDS PER ACRE,False,False,8050.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2022,CROP YEAR (AUGUST-JULY),TEXAS,YIELD,3900.0,POUNDS PER ACRE,False,False,3900.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2021,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6890.0,POUNDS PER ACRE,True,False,6890.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2022,CROP YEAR (AUGUST-JULY),MISSOURI,YIELD,7500.0,POUNDS PER ACRE,False,False,7500.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2021,CROP YEAR (AUGUST-JULY),MISSISSIPPI,YIELD,7350.0,POUNDS PER ACRE,False,False,7350.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2022,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,7400.0,POUNDS PER ACRE,False,False,7400.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2022,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,9020.0,POUNDS PER ACRE,False,False,8834.400000000001
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2021,CROP YEAR (AUGUST-JULY),CALIFORNIA,YIELD,9240.0,POUNDS PER ACRE,False,False,8834.400000000001
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2021,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6690.0,POUNDS PER ACRE,True,False,6690.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,LONG GRAIN,2022,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7225.0,POUNDS PER ACRE,True,False,7225.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2021,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,5500.0,POUNDS PER ACRE,False,False,5500.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2023,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7250.0,POUNDS PER ACRE,False,False,7250.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2023,CROP YEAR (AUGUST-JULY),LOUISIANA,YIELD,6510.0,POUNDS PER ACRE,True,False,6510.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2023,CROP YEAR (AUGUST-JULY),U.S. TOTAL,YIELD,7592.0,POUNDS PER ACRE,True,False,7592.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,MEDIUM GRAIN,2022,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,7240.0,POUNDS PER ACRE,False,False,7240.0
"State and U.S. rice acreage, yield, and production, all rice and by class, 2022 to present",5,RICE,SHORT GRAIN,2023,CROP YEAR (AUGUST-JULY),ARKANSAS,YIELD,5500.0,POUNDS PER ACRE,False,False,5500.0
